INDICATOR_ID,COUNTRY_ID,YEAR,TYPE,METADATA
700230,VNM,2014,Over Coverage:Classification,"Includes other industry(ies)"
700230,ZAF,2014,Over Coverage:Classification,"Includes other industry(ies)"
700231,ARG,2012,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700231,DOM,2013,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700231,FIN,2014,Change:Year,"Reference year 2013"
700245,ARG,2012,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700245,ARG,2012,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700245,BIH,2014,Over Coverage:Methodology,"Cultural employment is overestimated"
700245,BIH,2015,Over Coverage:Methodology,"Cultural employment is overestimated"
700245,BIH,2015,Qualifier:Data quality,"Low reliability, use with caution"
700245,BOL,2011,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700245,BOL,2015,Over Coverage:Classification,"Includes other occupation(s)"
700245,BRA,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700245,CHL,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700245,DOM,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700245,ECU,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700245,FIN,2014,Over Coverage:Methodology,"Cultural employment is overestimated"
700245,FIN,2015,Over Coverage:Classification,"Includes other occupation(s)"
700245,GHA,2014,Over Coverage:Classification,"Includes other occupation(s)"
700245,HND,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700245,KOR,2014,Over Coverage:Classification,"Includes other occupation(s)"
700245,LKA,2016,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700245,MEX,2015,Over Coverage:Classification,"Includes other occupation(s)"
700245,MLT,2014,Over Coverage:Methodology,"Cultural employment is overestimated"
700245,MLT,2015,Over Coverage:Classification,"Includes other occupation(s)"
700245,MNG,2014,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700245,NIC,2009,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700245,PAK,2014,Over Coverage:Classification,"Includes other occupation(s)"
700245,PAK,2015,Over Coverage:Classification,"Includes other occupation(s)"
700245,PAK,2015,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700245,PAN,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700245,PAN,2013,Over Coverage:Methodology,"Cultural employment is overestimated"
700245,PER,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700245,PRY,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700245,PSE,2015,Over Coverage:Classification,"Includes other occupation(s)"
700245,RUS,2014,Over Coverage:Classification,"Includes other occupation(s)"
700245,SLV,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700245,URY,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700245,VNM,2014,Over Coverage:Classification,"Includes other occupation(s)"
700245,ZAF,2014,Over Coverage:Classification,"Includes other occupation(s)"
700246,ARG,2012,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700246,ARG,2012,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700246,BOL,2011,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700246,BRA,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700246,CHL,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700246,DOM,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700246,ECU,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700246,HND,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700246,LKA,2016,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700246,NIC,2009,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700246,PAN,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700246,PAN,2013,Over Coverage:Methodology,"Cultural employment is overestimated"
700246,PER,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700246,PRY,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700246,SLV,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700246,URY,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700248,ARG,2012,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700248,ARG,2012,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700248,BIH,2014,Over Coverage:Methodology,"Cultural employment is overestimated"
700248,BIH,2015,Over Coverage:Methodology,"Cultural employment is overestimated"
700248,BOL,2011,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700248,BOL,2015,Over Coverage:Classification,"Includes other occupation(s)"
700248,BRA,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700248,CHL,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700248,DOM,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700248,ECU,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700248,FIN,2014,Over Coverage:Methodology,"Cultural employment is overestimated"
700248,FIN,2015,Over Coverage:Classification,"Includes other occupation(s)"
700248,GHA,2014,Over Coverage:Classification,"Includes other occupation(s)"
700248,HND,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700248,KOR,2014,Over Coverage:Classification,"Includes other occupation(s)"
700248,LKA,2016,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700248,MEX,2015,Over Coverage:Classification,"Includes other occupation(s)"
700248,MLT,2014,Over Coverage:Methodology,"Cultural employment is overestimated"
700248,MLT,2015,Over Coverage:Classification,"Includes other occupation(s)"
700248,MNG,2014,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700248,NIC,2009,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700248,PAK,2014,Over Coverage:Classification,"Includes other occupation(s)"
700248,PAK,2015,Over Coverage:Classification,"Includes other occupation(s)"
700248,PAK,2015,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700248,PAN,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700248,PAN,2013,Over Coverage:Methodology,"Cultural employment is overestimated"
700248,PER,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700248,PRY,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700248,PSE,2015,Over Coverage:Classification,"Includes other occupation(s)"
700248,RUS,2014,Over Coverage:Classification,"Includes other occupation(s)"
700248,SLV,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700248,URY,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700248,VNM,2014,Over Coverage:Classification,"Includes other occupation(s)"
700248,ZAF,2014,Over Coverage:Classification,"Includes other occupation(s)"
700249,ARG,2012,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700249,ARG,2012,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700249,BOL,2011,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700249,BRA,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700249,CHL,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700249,DOM,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700249,ECU,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700249,HND,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700249,LKA,2016,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700249,NIC,2009,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700249,PAN,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700249,PAN,2013,Over Coverage:Methodology,"Cultural employment is overestimated"
700249,PER,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700249,PRY,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700249,SLV,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700249,URY,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700251,ARG,2012,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700251,ARG,2012,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700251,BIH,2014,Over Coverage:Methodology,"Cultural employment is overestimated"
700251,BIH,2015,Over Coverage:Methodology,"Cultural employment is overestimated"
700251,BOL,2011,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700251,BOL,2015,Over Coverage:Classification,"Includes other occupation(s)"
700251,BRA,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700251,CHL,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700251,DOM,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700251,ECU,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700251,FIN,2014,Over Coverage:Methodology,"Cultural employment is overestimated"
700251,FIN,2015,Over Coverage:Classification,"Includes other occupation(s)"
700251,GHA,2014,Over Coverage:Classification,"Includes other occupation(s)"
700251,HND,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700251,KOR,2014,Over Coverage:Classification,"Includes other occupation(s)"
700251,LKA,2016,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700251,MEX,2015,Over Coverage:Classification,"Includes other occupation(s)"
700251,MLT,2014,Over Coverage:Methodology,"Cultural employment is overestimated"
700251,MLT,2015,Over Coverage:Classification,"Includes other occupation(s)"
700251,MNG,2014,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700251,NIC,2009,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700251,PAK,2014,Over Coverage:Classification,"Includes other occupation(s)"
700251,PAK,2015,Over Coverage:Classification,"Includes other occupation(s)"
700251,PAK,2015,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700251,PAN,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700251,PAN,2013,Over Coverage:Methodology,"Cultural employment is overestimated"
700251,PER,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700251,PRY,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700251,PSE,2015,Over Coverage:Classification,"Includes other occupation(s)"
700251,RUS,2014,Over Coverage:Classification,"Includes other occupation(s)"
700251,SLV,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700251,URY,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700251,VNM,2014,Over Coverage:Classification,"Includes other occupation(s)"
700251,ZAF,2014,Over Coverage:Classification,"Includes other occupation(s)"
700252,ARG,2012,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700252,ARG,2012,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700252,BOL,2011,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700252,BRA,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700252,CHL,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700252,DOM,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700252,ECU,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700252,HND,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700252,LKA,2016,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700252,NIC,2009,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700252,PAN,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700252,PAN,2013,Over Coverage:Methodology,"Cultural employment is overestimated"
700252,PER,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700252,PRY,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700252,SLV,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700252,URY,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700254,ARG,2012,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700254,ARG,2012,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700254,BEL,2014,Qualifier:Data quality,"Low reliability, use with caution"
700254,BGR,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700254,BIH,2014,Over Coverage:Methodology,"Cultural employment is overestimated"
700254,BIH,2015,Over Coverage:Methodology,"Cultural employment is overestimated"
700254,BIH,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700254,BOL,2011,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700254,BOL,2015,Over Coverage:Classification,"Includes other occupation(s)"
700254,BRA,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700254,CHL,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700254,CYP,2014,Qualifier:Data quality,"Low reliability, use with caution"
700254,DOM,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700254,ECU,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700254,EST,2015,Qualifier:Data quality,"Low reliability, use with caution"
700254,FIN,2014,Over Coverage:Methodology,"Cultural employment is overestimated"
700254,FIN,2015,Over Coverage:Classification,"Includes other occupation(s)"
700254,GHA,2014,Over Coverage:Classification,"Includes other occupation(s)"
700254,HND,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700254,HRV,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700254,KOR,2014,Over Coverage:Classification,"Includes other occupation(s)"
700254,LKA,2016,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700254,MDA,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700254,MEX,2015,Over Coverage:Classification,"Includes other occupation(s)"
700254,MKD,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700254,MLT,2014,Over Coverage:Methodology,"Cultural employment is overestimated"
700254,MLT,2014,Qualifier:Data quality,"Low reliability, use with caution"
700254,MLT,2015,Over Coverage:Classification,"Includes other occupation(s)"
700254,MNG,2014,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700254,MNG,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700254,NIC,2009,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700254,PAK,2014,Over Coverage:Classification,"Includes other occupation(s)"
700254,PAK,2015,Over Coverage:Classification,"Includes other occupation(s)"
700254,PAK,2015,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700254,PAN,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700254,PAN,2013,Over Coverage:Methodology,"Cultural employment is overestimated"
700254,PER,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700254,PRY,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700254,PSE,2015,Over Coverage:Classification,"Includes other occupation(s)"
700254,RUS,2014,Over Coverage:Classification,"Includes other occupation(s)"
700254,SLV,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700254,SRB,2015,Qualifier:Data quality,"Low reliability, use with caution"
700254,SVK,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700254,URY,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700254,VNM,2014,Over Coverage:Classification,"Includes other occupation(s)"
700254,ZAF,2014,Over Coverage:Classification,"Includes other occupation(s)"
700255,ARG,2012,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700255,ARG,2012,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700255,BIH,2015,Qualifier:Data quality,"Low reliability, use with caution"
700255,BOL,2011,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700255,BRA,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700255,CHL,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700255,DOM,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700255,ECU,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700255,HND,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700255,LKA,2016,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700255,MNG,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700255,NIC,2009,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700255,PAN,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700255,PAN,2013,Over Coverage:Methodology,"Cultural employment is overestimated"
700255,PER,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700255,PRY,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700255,SLV,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700255,URY,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700257,ARG,2012,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700257,ARG,2012,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700257,AUT,2014,Qualifier:Data quality,"Low reliability, use with caution"
700257,AUT,2015,Qualifier:Data quality,"Low reliability, use with caution"
700257,BEL,2014,Qualifier:Data quality,"Low reliability, use with caution"
700257,BEL,2015,Qualifier:Data quality,"Low reliability, use with caution"
700257,BGR,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700257,BIH,2014,Over Coverage:Methodology,"Cultural employment is overestimated"
700257,BIH,2015,Over Coverage:Methodology,"Cultural employment is overestimated"
700257,BIH,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700257,BOL,2011,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700257,BOL,2015,Over Coverage:Classification,"Includes other occupation(s)"
700257,BRA,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700257,CHL,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700257,DOM,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700257,ECU,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700257,FIN,2014,Over Coverage:Methodology,"Cultural employment is overestimated"
700257,FIN,2015,Over Coverage:Classification,"Includes other occupation(s)"
700257,GHA,2014,Over Coverage:Classification,"Includes other occupation(s)"
700257,HND,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700257,HRV,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700257,HUN,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700257,KOR,2014,Over Coverage:Classification,"Includes other occupation(s)"
700257,LKA,2016,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700257,MDA,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700257,MEX,2015,Over Coverage:Classification,"Includes other occupation(s)"
700257,MKD,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700257,MLT,2014,Over Coverage:Methodology,"Cultural employment is overestimated"
700257,MLT,2015,Over Coverage:Classification,"Includes other occupation(s)"
700257,MLT,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700257,MNG,2014,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700257,MNG,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700257,NIC,2009,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700257,PAK,2014,Over Coverage:Classification,"Includes other occupation(s)"
700257,PAK,2015,Over Coverage:Classification,"Includes other occupation(s)"
700257,PAK,2015,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700257,PAN,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700257,PAN,2013,Over Coverage:Methodology,"Cultural employment is overestimated"
700257,PER,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700257,PRT,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700257,PRY,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700257,PSE,2015,Over Coverage:Classification,"Includes other occupation(s)"
700257,RUS,2014,Over Coverage:Classification,"Includes other occupation(s)"
700257,SLV,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700257,SRB,2014,Qualifier:Data quality,"Low reliability, use with caution"
700257,SRB,2015,Qualifier:Data quality,"Low reliability, use with caution"
700257,SVK,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700257,URY,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700257,VNM,2014,Over Coverage:Classification,"Includes other occupation(s)"
700257,ZAF,2014,Over Coverage:Classification,"Includes other occupation(s)"
700258,ARG,2012,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700258,ARG,2012,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700258,BIH,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700258,BOL,2011,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700258,BRA,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700258,CHL,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700258,DOM,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700258,ECU,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700258,HND,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700258,LKA,2016,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700258,MNG,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700258,NIC,2009,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700258,PAN,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700258,PAN,2013,Over Coverage:Methodology,"Cultural employment is overestimated"
700258,PER,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700258,PRY,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700258,SLV,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700258,URY,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700260,ARG,2012,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700260,ARG,2012,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700260,BEL,2014,Qualifier:Data quality,"Low reliability, use with caution"
700260,BGR,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700260,BIH,2014,Over Coverage:Methodology,"Cultural employment is overestimated"
700260,BIH,2015,Over Coverage:Methodology,"Cultural employment is overestimated"
700260,BIH,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700260,BOL,2011,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700260,BOL,2015,Over Coverage:Classification,"Includes other occupation(s)"
700260,BRA,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700260,CHL,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700260,CYP,2014,Qualifier:Data quality,"Low reliability, use with caution"
700260,CZE,2014,Qualifier:Data quality,"Low reliability, use with caution"
700260,DOM,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700260,ECU,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700260,FIN,2014,Over Coverage:Methodology,"Cultural employment is overestimated"
700260,FIN,2015,Over Coverage:Classification,"Includes other occupation(s)"
700260,GHA,2014,Over Coverage:Classification,"Includes other occupation(s)"
700260,HND,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700260,HRV,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700260,KOR,2014,Over Coverage:Classification,"Includes other occupation(s)"
700260,LKA,2016,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700260,MDA,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700260,MEX,2015,Over Coverage:Classification,"Includes other occupation(s)"
700260,MKD,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700260,MLT,2014,Over Coverage:Methodology,"Cultural employment is overestimated"
700260,MLT,2014,Qualifier:Data quality,"Low reliability, use with caution"
700260,MLT,2015,Over Coverage:Classification,"Includes other occupation(s)"
700260,MNG,2014,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700260,MNG,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700260,NIC,2009,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700260,PAK,2014,Over Coverage:Classification,"Includes other occupation(s)"
700260,PAK,2015,Over Coverage:Classification,"Includes other occupation(s)"
700260,PAK,2015,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700260,PAN,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700260,PAN,2013,Over Coverage:Methodology,"Cultural employment is overestimated"
700260,PER,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700260,PRY,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700260,PSE,2015,Over Coverage:Classification,"Includes other occupation(s)"
700260,RUS,2014,Over Coverage:Classification,"Includes other occupation(s)"
700260,SLV,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700260,SVK,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700260,URY,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700260,VNM,2014,Over Coverage:Classification,"Includes other occupation(s)"
700260,ZAF,2014,Over Coverage:Classification,"Includes other occupation(s)"
700261,ARG,2012,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700261,ARG,2012,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700261,BIH,2015,Qualifier:Data quality,"Low reliability, use with caution"
700261,BOL,2011,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700261,BRA,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700261,CHL,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700261,DOM,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700261,ECU,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700261,HND,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700261,LKA,2016,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700261,NIC,2009,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700261,PAN,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700261,PAN,2013,Over Coverage:Methodology,"Cultural employment is overestimated"
700261,PER,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700261,PRY,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700261,SLV,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700261,URY,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700281,ARG,2012,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700281,ARG,2012,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700281,AUT,2015,Qualifier:Data quality,"Low reliability, use with caution"
700281,BOL,2011,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700281,BRA,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700281,CHL,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700281,CZE,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700281,DOM,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700281,ECU,2013,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700281,EST,2015,Qualifier:Data quality,"Low reliability, use with caution"
700281,GHA,2014,Over Coverage:Classification,"Includes other occupation(s)"
700281,HND,2010,Over Coverage:FCS domains,"Includes Intangible cultural heritage"
700281,ISL,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700281,LKA,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700281,LVA,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700281,MEX,2015,Over Coverage:Classification,"Includes other occupation(s)"
700281,MKD,2015,Qualifier:Data quality,"Data suppressed due to confidentiality or reliability issues"
700281,MLT,2014,Over Coverage:Methodology,"Cultural employment is overestimated"
